elo,games,remakes,playing_time,kills,deaths,assists,gold,pentakills,wards,minions,damage,champion_1,champion_2,champion_3
Unranked,123,5,2.6,703,573,984,1.3m,0,1.5k,15.3k,1.9m,Sona,Yasuo,Lulu
Gold III,22,1,11.5,129,143,240,252.6k,1,342,2.6k,373.9k,Lee Sin,Rengar,Jayce
Platinum IV,143,5,2.9,993,948,1.2k,1.5m,0,1.6k,16.3k,2.3m,Thresh,Blitzcrank,Jinx
Gold I,174,10,3.8,1.4k,949,1.3k,2.2m,1,1.7k,29.4k,3.5m,Vayne,Lee Sin,Twisted Fate
Gold III,63,4,1.3,197,425,688,599.9k,0,1.4k,3.4k,1.1m,"VelKoz",Lucian,Tryndamere
Platinum IV,243,12,4.9,1.4k,1.5k,1.5k,2.6m,0,2.3k,37.2k,5.4m,Teemo,Veigar,Yasuo
Diamond IV,20,0,9.2,105,90,129,211.6k,0,116,3.1k,248.6k,"KhaZix",Hecarim,Kindred
Platinum IV,232,6,4.7,524,1.5k,2.9k,2.1m,0,2.9k,19.2k,2.0m,Zac,Jinx,Thresh
Platinum II,41,0,19.5,262,192,420,460.8k,0,467,6.2k,834.7k,Vayne,Thresh,Azir
Platinum I,37,3,18.7,240,221,327,423.3k,0,502,5.2k,665.1k,Aatrox,Ahri,Akali
Platinum II,38,3,17.9,60,188,508,306.8k,0,832,1.4k,363.3k,Thresh,Morgana,Braum
Platinum III,45,2,21.7,241,170,406,461.7k,0,372,6.0k,602.0k,Kayle,Lux,Blitzcrank
Platinum IV,81,2,1.6,468,526,834,867.1k,0,697,10.1k,1.0m,Hecarim,Skarner,Master Yi
Platinum IV,15,1,7.8,128,88,134,198.5k,0,123,2.5k,391.6k,Sona,Janna,Nami
Platinum IV,36,0,17.4,107,188,328,307.5k,0,634,1.7k,487.0k,Nautilus,Brand,Leona
Silver I,40,6,18.8,151,203,325,361.7k,0,513,4.3k,532.9k,Illaoi,Lux,Blitzcrank
Diamond IV,63,1,1.3,381,288,526,735.3k,0,717,10.3k,1.2m,Caitlyn,Lucian,Thresh
Diamond IV,149,5,3.0,1.1k,906,903,1.7m,0,1.4k,23.1k,2.9m,Urgot,Thresh,Kled
Diamond IV,401,21,7.9,1.2k,1.7k,4.2k,3.6m,0,8.8k,27.2k,3.7m,Sona,Thresh,Caitlyn
Diamond IV,65,1,1.3,187,364,711,587.0k,0,761,5.3k,642.4k,Jax,Gangplank,Talon
Diamond IV,102,4,2.1,564,644,784,982.9k,0,2.0k,9.5k,1.3m,Yasuo,Thresh,Zed
Diamond IV,130,2,2.5,662,631,1.2k,1.4m,0,1.5k,17.4k,1.8m,Lee Sin,Ezreal,Yasuo
Master,222,10,4.5,1.7k,1.5k,1.3k,2.7m,0,2.5k,40.5k,4.7m,Talon,Morgana,Lux
Diamond IV,73,3,1.4,405,350,581,855.4k,0,842,12.3k,1.4m,Elise,Janna,Ahri
Master,499,6,9.6,4.0k,2.2k,3.2k,5.7m,2,4.5k,82.3k,9.4m,Katarina,Jinx,Orianna
Bronze I,23,4,11.1,124,127,141,234.4k,0,226,3.3k,323.6k,"KaiSa",Xayah,Fiora
Bronze II,52,4,1.1,123,373,586,447.5k,0,514,3.3k,558.6k,Morgana,Soraka,Kayle
Unranked,24,0,11.7,129,137,171,266.7k,0,247,3.8k,382.2k,Darius,Yasuo,Blitzcrank
Unranked,9,1,5.2,63,51,93,113.8k,0,99,1.6k,201.6k,Jinx,Jhin,Akali
Silver I,184,13,3.9,954,1.1k,1.1k,2.1m,0,1.8k,28.8k,2.1m,Udyr,Brand,Ashe
Unranked,18,1,8.8,102,100,106,196.7k,0,158,2.8k,289.9k,Irelia,Ekko,Yasuo
Silver II,56,4,1.2,314,386,417,603.6k,0,563,7.0k,923.0k,Kayle,Kindred,Zyra
Silver III,115,7,2.5,779,671,779,1.3m,0,1.1k,16.5k,2.1m,Talon,Annie,Morgana
Silver IV,57,8,1.2,470,326,496,678.8k,0,520,7.8k,1.1m,Evelynn,Vi,Lulu
Silver I,18,0,9.6,111,97,158,214.9k,0,293,2.8k,500.2k,"VelKoz",Lux,Sona
Silver II,481,32,10.3,3.9k,3.3k,3.0k,5.8m,1,5.8k,75.4k,9.3m,"KhaZix",Master Yi,Vayne
Gold II,189,8,3.8,1.2k,781,1.2k,2.2m,0,1.6k,30.3k,2.4m,Sona,Hecarim,Olaf
Gold IV,96,2,2.0,238,467,1.2k,850.7k,0,1.2k,3.6k,1.1m,Janna,Yasuo,Karma
Gold II,436,32,8.8,3.0k,2.7k,2.5k,5.5m,0,3.5k,79.4k,8.7m,Draven,Nocturne,Lee Sin
Platinum IV,57,3,1.1,445,250,432,744.7k,0,468,11.5k,1.4m,Riven,Diana,Ezreal
Unranked,176,7,3.7,877,814,1.6k,1.8m,0,2.5k,17.9k,2.5m,Sona,Yasuo,Lulu
Platinum IV,144,5,2.9,1.0k,956,1.3k,1.6m,0,1.6k,16.4k,2.3m,Thresh,Blitzcrank,Jinx
Gold II,179,7,3.9,1.2k,864,1.9k,2.2m,0,2.0k,27.6k,3.4m,Ekko,Caitlyn,Lee Sin
Gold I,196,16,4.3,1.6k,1.1k,1.5k,2.5m,1,2.0k,33.0k,3.9m,Lee Sin,Vayne,Twisted Fate
Gold I,96,5,2.1,657,625,715,1.2m,0,972,17.9k,2.1m,Kayle,Janna,Riven
Unranked,43,1,21.5,302,222,252,515.4k,0,336,7.7k,833.3k,Riven,Yasuo,Lucian
Platinum IV,232,6,4.7,524,1.5k,2.9k,2.1m,0,2.9k,19.2k,2.0m,Aatrox,Ahri,Akali
Platinum IV,23,0,10.3,142,62,121,236.8k,0,208,3.5k,307.4k,Ahri,Riven,LeBlanc
Platinum I,52,3,1.1,290,297,486,559.5k,0,761,6.1k,814.4k,Morgana,Master Yi,Lux
Platinum IV,81,2,1.6,468,526,834,867.1k,0,697,10.1k,1.0m,Aatrox,Ahri,Akali
Platinum II,93,4,1.8,1.1k,712,415,1.2m,5,730,14.8k,2.1m,Master Yi,"KhaZix",Rengar
Platinum IV,18,1,9.3,139,100,176,222.4k,0,161,2.6k,429.3k,Sona,Janna,Nami
Silver I,47,6,21.8,170,231,385,424.2k,0,591,5.1k,612.5k,Illaoi,Lux,Blitzcrank
Diamond IV,112,3,2.2,444,572,1.1k,975.4k,0,1.9k,6.3k,1.3m,Rakan,Azir,Yasuo
Diamond IV,83,3,1.8,524,377,697,995.6k,0,869,14.2k,1.6m,Caitlyn,Lucian,Thresh
Diamond IV,159,5,3.2,1.2k,984,964,1.9m,0,1.5k,24.8k,3.1m,Urgot,Thresh,Kled
Diamond IV,107,4,2.2,582,679,810,1.0m,0,2.1k,10.1k,1.3m,Yasuo,Thresh,Zed
Master,223,10,4.5,1.7k,1.5k,1.3k,2.7m,0,2.5k,40.6k,4.8m,Talon,Morgana,Lux
Diamond IV,89,5,1.8,442,406,762,996.0k,0,1.1k,13.3k,1.5m,Elise,Janna,Ahri
Bronze I,33,1,16.6,113,216,228,295.0k,0,328,3.1k,433.9k,Gnar,Singed,Karma
Bronze I,1,0,29.0,9,5,5,9.2k,0,9,113,20.0k,Shen,Leona,Zoe
Unranked,0,0,0.0,0,0,0,0,0,0,0,0,Katarina,Jhin,Ashe
Bronze IV,0,0,0.0,0,0,0,0,0,0,0,0,"KhaZix",Kindred,Sylas
Unranked,0,0,0.0,0,0,0,0,0,0,0,0,Jinx,Jhin,Lux
Bronze I,0,0,0.0,0,0,0,0,0,0,0,0,Aatrox,Ahri,Akali
Bronze II,0,0,0.0,0,0,0,0,0,0,0,0,Lux,Teemo,Nami
Bronze IV,0,0,0.0,0,0,0,0,0,0,0,0,Yasuo,Volibear,Blitzcrank
Unranked,0,0,0.0,0,0,0,0,0,0,0,0,Veigar,Lux,Nasus
Unranked,0,0,0.0,0,0,0,0,0,0,0,0,Teemo,Blitzcrank,Katarina
Bronze I,0,0,0.0,0,0,0,0,0,0,0,0,Yasuo,Katarina,Xayah
Unranked,0,0,0.0,0,0,0,0,0,0,0,0,Tryndamere,Malphite,Jarvan IV
Bronze IV,0,0,0.0,0,0,0,0,0,0,0,0,Vayne,Swain,Talon
Bronze II,4,0,2.3,30,24,41,49.7k,0,42,552,91.1k,Aatrox,Ahri,Akali
Bronze II,0,0,0.0,0,0,0,0,0,0,0,0,Zac,Warwick,Janna
Bronze I,3,0,1.5,14,19,43,27.8k,0,20,310,55.9k,Yasuo,Darius,Karma
Unranked,0,0,0.0,0,0,0,0,0,0,0,0,Sivir,Vayne,Aatrox
Unranked,0,0,0.0,0,0,0,0,0,0,0,0,Caitlyn,Anivia,Ahri
Unranked,0,0,0.0,0,0,0,0,0,0,0,0,Thresh,Zyra,Udyr
Bronze IV,14,0,6.8,62,98,130,130.1k,0,135,1.0k,151.5k,Thresh,Sona,Ziggs
Unranked,0,0,0.0,0,0,0,0,0,0,0,0,Miss Fortune,Quinn,Graves
Bronze IV,14,0,7.1,95,123,92,145.5k,0,70,1.5k,238.0k,Aatrox,Ahri,Akali
Unranked,0,0,0.0,0,0,0,0,0,0,0,0,Shaco,Teemo,Amumu
Unranked,10,0,5.2,75,84,122,110.0k,0,114,690,143.6k,Nasus,Udyr,Sion
Silver IV,3,0,1.3,10,14,23,21.5k,0,32,48,34.8k,Aatrox,Ahri,Akali
Silver I,7,0,3.0,47,47,55,64.4k,0,41,736,107.2k,Pyke,Kayn,Lux
Silver III,3,1,1.5,3,20,35,22.8k,0,47,71,30.2k,Aatrox,Ahri,Akali
Silver I,0,0,0.0,0,0,0,0,0,0,0,0,Gragas,Zac,Ryze
Silver IV,0,0,0.0,0,0,0,0,0,0,0,0,Aatrox,Ahri,Akali
Silver IV,0,0,0.0,0,0,0,0,0,0,0,0,Lux,Pyke,Xayah
Silver III,0,0,0.0,0,0,0,0,0,0,0,0,Aatrox,Ahri,Akali
Silver II,0,0,0.0,0,0,0,0,0,0,0,0,Pyke,Rakan,Karthus
Bronze III,0,0,0.0,0,0,0,0,0,0,0,0,Aatrox,Ahri,Akali
Silver I,0,0,0.0,0,0,0,0,0,0,0,0,Lux,Ahri,Jinx
Silver II,0,0,0.0,0,0,0,0,0,0,0,0,Draven,Jinx,Lucian
Unranked,1,0,27.0,12,4,11,13.0k,0,10,176,24.4k,"KhaZix",Yasuo,Lee Sin
Silver II,0,0,0.0,0,0,0,0,0,0,0,0,Warwick,Shyvana,Xin Zhao
Silver I,0,0,0.0,0,0,0,0,0,0,0,0,Thresh,Ezreal,Yasuo
Silver IV,0,0,0.0,0,0,0,0,0,0,0,0,Morgana,Master Yi,Teemo
Unranked,0,0,0.0,0,0,0,0,0,0,0,0,Yasuo,Zed,Ryze
Unranked,0,0,0.0,0,0,0,0,0,0,0,0,Sona,Zed,Katarina
Silver III,0,0,0.0,0,0,0,0,0,0,0,0,Nami,Rammus,Warwick
Platinum III,0,0,0.0,0,0,0,0,0,0,0,0,Thresh,Lee Sin,Orianna
Silver I,0,0,0.0,0,0,0,0,0,0,0,0,Kindred,Ashe,Ahri
Unranked,0,0,0.0,0,0,0,0,0,0,0,0,Yasuo,Zed,Katarina
Bronze I,0,0,0.0,0,0,0,0,0,0,0,0,Lux,Leona,Soraka
Silver II,0,0,0.0,0,0,0,0,0,0,0,0,Yasuo,Syndra,Amumu
Silver I,0,0,0.0,0,0,0,0,0,0,0,0,Vi,Wukong,Morgana
Silver III,0,0,0.0,0,0,0,0,0,0,0,0,Lee Sin,Thresh,Tristana
Bronze I,0,0,0.0,0,0,0,0,0,0,0,0,Leona,Shaco,Karma
Silver II,0,0,0.0,0,0,0,0,0,0,0,0,Renekton,"VelKoz",Anivia
Silver I,0,0,0.0,0,0,0,0,0,0,0,0,Lee Sin,Thresh,Shaco
Silver III,0,0,0.0,0,0,0,0,0,0,0,0,Ahri,LeBlanc,Yasuo
Silver II,0,0,0.0,0,0,0,0,0,0,0,0,Jhin,Ezreal,Thresh
Silver II,0,0,0.0,0,0,0,0,0,0,0,0,Blitzcrank,Soraka,Morgana
Unranked,0,0,0.0,0,0,0,0,0,0,0,0,Lee Sin,Vayne,Rengar
Silver I,0,0,0.0,0,0,0,0,0,0,0,0,Jinx,Lucian,Tristana
Silver III,0,0,0.0,0,0,0,0,0,0,0,0,Vayne,Riven,Rengar
Silver I,0,0,0.0,0,0,0,0,0,0,0,0,"RekSai",Gnar,Riven
Silver I,0,0,0.0,0,0,0,0,0,0,0,0,Irelia,Sion,Kennen
Silver II,0,0,0.0,0,0,0,0,0,0,0,0,Shaco,Katarina,Jinx
Unranked,0,0,0.0,0,0,0,0,0,0,0,0,Riven,Lee Sin,Irelia
Silver III,0,0,0.0,0,0,0,0,0,0,0,0,Lee Sin,Vladimir,Irelia
Silver II,0,0,0.0,0,0,0,0,0,0,0,0,Caitlyn,Draven,Gnar
Silver III,0,0,0.0,0,0,0,0,0,0,0,0,LeBlanc,Ekko,Brand
Silver III,0,0,0.0,0,0,0,0,0,0,0,0,Sona,Leona,Taric
Silver I,0,0,0.0,0,0,0,0,0,0,0,0,Vayne,"KhaZix",Veigar
Unranked,0,0,0.0,0,0,0,0,0,0,0,0,Shyvana,Kindred,Vladimir
Silver III,0,0,0.0,0,0,0,0,0,0,0,0,Ezreal,Sivir,Thresh
Silver IV,0,0,0.0,0,0,0,0,0,0,0,0,Caitlyn,Vayne,Leona
Silver II,0,0,0.0,0,0,0,0,0,0,0,0,Irelia,Gnar,Graves
Silver III,0,0,0.0,0,0,0,0,0,0,0,0,Talon,Kayn,Nocturne
Silver IV,0,0,0.0,0,0,0,0,0,0,0,0,Yasuo,Riven,Jinx
Silver II,0,0,0.0,0,0,0,0,0,0,0,0,"KogMaw",Amumu,Ezreal
Silver III,0,0,0.0,0,0,0,0,0,0,0,0,Lux,Nasus,Ashe
Silver IV,0,0,0.0,0,0,0,0,0,0,0,0,Nami,Fiddlesticks,Trundle
Bronze I,0,0,0.0,0,0,0,0,0,0,0,0,Teemo,"KhaZix",Wukong
Unranked,0,0,0.0,0,0,0,0,0,0,0,0,Vayne,Jinx,Tristana
Gold IV,0,0,0.0,0,0,0,0,0,0,0,0,Pyke,Fizz,Gnar
Unranked,0,0,0.0,0,0,0,0,0,0,0,0,Diana,Udyr,Master Yi
Unranked,0,0,0.0,0,0,0,0,0,0,0,0,Pantheon,Darius,Jayce
Unranked,0,0,0.0,0,0,0,0,0,0,0,0,Xayah,Shen,Irelia
Silver II,0,0,0.0,0,0,0,0,0,0,0,0,Lucian,Xin Zhao,Master Yi
Gold III,0,0,0.0,0,0,0,0,0,0,0,0,Nasus,Pyke,"VelKoz"
Gold III,0,0,0.0,0,0,0,0,0,0,0,0,Draven,Yasuo,Vayne
Gold III,0,0,0.0,0,0,0,0,0,0,0,0,Teemo,Thresh,Yasuo
Gold IV,0,0,0.0,0,0,0,0,0,0,0,0,Yasuo,Jhin,Darius
Gold III,0,0,0.0,0,0,0,0,0,0,0,0,Kayle,Master Yi,Lee Sin
Gold III,0,0,0.0,0,0,0,0,0,0,0,0,Katarina,Anivia,"VelKoz"
Silver II,0,0,0.0,0,0,0,0,0,0,0,0,Gangplank,Kassadin,"KhaZix"
Gold III,0,0,0.0,0,0,0,0,0,0,0,0,Yasuo,Xerath,Sivir
Gold III,0,0,0.0,0,0,0,0,0,0,0,0,Soraka,Teemo,Lux
Gold III,0,0,0.0,0,0,0,0,0,0,0,0,Warwick,Shaco,Jax
Silver I,0,0,0.0,0,0,0,0,0,0,0,0,Teemo,Kindred,Rammus
Gold III,0,0,0.0,0,0,0,0,0,0,0,0,Janna,Nami,Nautilus
Gold II,0,0,0.0,0,0,0,0,0,0,0,0,Vayne,Yasuo,Teemo
Gold II,0,0,0.0,0,0,0,0,0,0,0,0,Riven,Yasuo,Zed
Gold II,0,0,0.0,0,0,0,0,0,0,0,0,Yasuo,Master Yi,Kayn
Gold IV,0,0,0.0,0,0,0,0,0,0,0,0,Vayne,Lucian,Jhin
Gold II,0,0,0.0,0,0,0,0,0,0,0,0,Aatrox,Ahri,Akali
Unranked,0,0,0.0,0,0,0,0,0,0,0,0,Aatrox,Ahri,Akali
Gold I,0,0,0.0,0,0,0,0,0,0,0,0,Bard,Thresh,Vayne
Unranked,0,0,0.0,0,0,0,0,0,0,0,0,Ezreal,Xin Zhao,Galio
Gold I,0,0,0.0,0,0,0,0,0,0,0,0,Draven,Lucian,Jinx
Unranked,0,0,0.0,0,0,0,0,0,0,0,0,Lux,Xin Zhao,Garen
Gold I,0,0,0.0,0,0,0,0,0,0,0,0,Yasuo,Ekko,Draven
Unranked,0,0,0.0,0,0,0,0,0,0,0,0,Thresh,Lee Sin,Ivern
Gold IV,0,0,0.0,0,0,0,0,0,0,0,0,Miss Fortune,Leona,Jinx
Gold I,0,0,0.0,0,0,0,0,0,0,0,0,Thresh,Braum,Malphite
Silver I,0,0,0.0,0,0,0,0,0,0,0,0,Fiora,Jax,Lucian
Gold III,0,0,0.0,0,0,0,0,0,0,0,0,Mordekaiser,Shen,Viktor
Unranked,0,0,0.0,0,0,0,0,0,0,0,0,Udyr,Singed,Volibear
Gold IV,0,0,0.0,0,0,0,0,0,0,0,0,Rengar,Riven,Lee Sin
Silver I,0,0,0.0,0,0,0,0,0,0,0,0,Riven,Graves,Lee Sin
Unranked,0,0,0.0,0,0,0,0,0,0,0,0,Ekko,Morgana,Kayn
Gold II,0,0,0.0,0,0,0,0,0,0,0,0,Zed,Vayne,Riven
Gold III,0,0,0.0,0,0,0,0,0,0,0,0,Graves,Ezreal,Lucian
Silver I,0,0,0.0,0,0,0,0,0,0,0,0,Vayne,Darius,Vladimir
Gold III,0,0,0.0,0,0,0,0,0,0,0,0,Thresh,Jhin,Vayne
Silver I,0,0,0.0,0,0,0,0,0,0,0,0,Tryndamere,Ekko,Pantheon
Gold II,0,0,0.0,0,0,0,0,0,0,0,0,Udyr,Lee Sin,Shaco
Gold IV,0,0,0.0,0,0,0,0,0,0,0,0,Thresh,Vayne,Bard
Gold I,0,0,0.0,0,0,0,0,0,0,0,0,Graves,Yasuo,Irelia
Gold III,0,0,0.0,0,0,0,0,0,0,0,0,Orianna,Talon,Kled
Gold IV,0,0,0.0,0,0,0,0,0,0,0,0,Janna,Sona,Ezreal
Gold II,0,0,0.0,0,0,0,0,0,0,0,0,Morgana,Soraka,Leona
Platinum IV,0,0,0.0,0,0,0,0,0,0,0,0,Master Yi,Ashe,Vayne
Gold I,0,0,0.0,0,0,0,0,0,0,0,0,Vi,Blitzcrank,Lucian
Platinum IV,0,0,0.0,0,0,0,0,0,0,0,0,Udyr,Draven,Vayne
Platinum II,0,0,0.0,0,0,0,0,0,0,0,0,Heimerdinger,Bard,Pyke
Platinum II,0,0,0.0,0,0,0,0,0,0,0,0,Thresh,Janna,Nami
Unranked,0,0,0.0,0,0,0,0,0,0,0,0,Brand,Akali,Veigar
Platinum IV,0,0,0.0,0,0,0,0,0,0,0,0,Hecarim,Lucian,Kayn
Platinum I,0,0,0.0,0,0,0,0,0,0,0,0,Diana,Kassadin,Vayne
Unranked,0,0,0.0,0,0,0,0,0,0,0,0,Leona,Braum,"ChoGath"
Platinum II,0,0,0.0,0,0,0,0,0,0,0,0,Xerath,Yasuo,Shen
Platinum III,0,0,0.0,0,0,0,0,0,0,0,0,Ezreal,Lux,Katarina
Platinum I,0,0,0.0,0,0,0,0,0,0,0,0,Riven,Veigar,Illaoi
Platinum II,0,0,0.0,0,0,0,0,0,0,0,0,Vayne,Riven,Lucian
Platinum III,0,0,0.0,0,0,0,0,0,0,0,0,Nami,"KhaZix",Volibear
Platinum II,0,0,0.0,0,0,0,0,0,0,0,0,Viktor,Garen,Zoe
Platinum IV,0,0,0.0,0,0,0,0,0,0,0,0,Sivir,Viktor,Graves
Platinum III,0,0,0.0,0,0,0,0,0,0,0,0,Katarina,Yasuo,Orianna
Platinum III,0,0,0.0,0,0,0,0,0,0,0,0,Ekko,Rengar,Ezreal
Platinum III,0,0,0.0,0,0,0,0,0,0,0,0,Thresh,Janna,Bard
Platinum III,0,0,0.0,0,0,0,0,0,0,0,0,Lee Sin,Yasuo,Vayne
Platinum IV,0,0,0.0,0,0,0,0,0,0,0,0,Yasuo,Malzahar,Xin Zhao
Platinum III,0,0,0.0,0,0,0,0,0,0,0,0,Darius,Jax,Master Yi
Platinum IV,0,0,0.0,0,0,0,0,0,0,0,0,Thresh,Zed,Katarina
Unranked,0,0,0.0,0,0,0,0,0,0,0,0,Gnar,Rumble,Ezreal
Platinum III,0,0,0.0,0,0,0,0,0,0,0,0,Katarina,Azir,Annie
Platinum III,0,0,0.0,0,0,0,0,0,0,0,0,Karma,Talon,Zed
Platinum I,0,0,0.0,0,0,0,0,0,0,0,0,Braum,Janna,Lucian
Platinum IV,0,0,0.0,0,0,0,0,0,0,0,0,Lee Sin,Nami,Vayne
Unranked,0,0,0.0,0,0,0,0,0,0,0,0,Aatrox,Ahri,Akali
Platinum I,0,0,0.0,0,0,0,0,0,0,0,0,Tristana,Caitlyn,Ezreal
Platinum II,0,0,0.0,0,0,0,0,0,0,0,0,Yasuo,Ekko,Vayne
Platinum IV,0,0,0.0,0,0,0,0,0,0,0,0,Volibear,Janna,Xin Zhao
Unranked,0,0,0.0,0,0,0,0,0,0,0,0,Jax,Yasuo,Zed
Platinum I,0,0,0.0,0,0,0,0,0,0,0,0,Teemo,Leona,Rammus
Platinum I,0,0,0.0,0,0,0,0,0,0,0,0,Braum,Sona,Nami
Platinum III,0,0,0.0,0,0,0,0,0,0,0,0,Singed,Evelynn,Jax
Platinum III,0,0,0.0,0,0,0,0,0,0,0,0,"KaiSa",Viktor,Teemo
Unranked,0,0,0.0,0,0,0,0,0,0,0,0,Nasus,Master Yi,Hecarim
Unranked,0,0,0.0,0,0,0,0,0,0,0,0,Katarina,Xin Zhao,Draven
Unranked,0,0,0.0,0,0,0,0,0,0,0,0,Aatrox,Ahri,Akali
Diamond IV,0,0,0.0,0,0,0,0,0,0,0,0,Nunu & Willump,Evelynn,Pyke
Diamond II,0,0,0.0,0,0,0,0,0,0,0,0,Shen,Aatrox,Fiora
Silver IV,0,0,0.0,0,0,0,0,0,0,0,0,Yasuo,Lee Sin,Rengar
Diamond IV,0,0,0.0,0,0,0,0,0,0,0,0,Udyr,Mordekaiser,"KhaZix"
Unranked,0,0,0.0,0,0,0,0,0,0,0,0,Morgana,Aatrox,Ahri
Unranked,0,0,0.0,0,0,0,0,0,0,0,0,Urgot,Sion,Malzahar
Diamond III,111,2,2.2,783,407,676,1.4m,0,954,21.5k,2.6m,"ChoGath",Rammus,Yorick
Diamond IV,0,0,0.0,0,0,0,0,0,0,0,0,Illaoi,Renekton,Gangplank
Diamond III,0,0,0.0,0,0,0,0,0,0,0,0,Thresh,Zed,Blitzcrank
Diamond IV,0,0,0.0,0,0,0,0,0,0,0,0,Janna,Thresh,Braum
Unranked,0,0,0.0,0,0,0,0,0,0,0,0,Jinx,Nami,Corki
Unranked,0,0,0.0,0,0,0,0,0,0,0,0,Xin Zhao,Lee Sin,Udyr
Unranked,0,0,0.0,0,0,0,0,0,0,0,0,Vayne,Rengar,Riven
Diamond IV,0,0,0.0,0,0,0,0,0,0,0,0,Ahri,Wukong,Orianna
Diamond I,0,0,0.0,0,0,0,0,0,0,0,0,Ekko,Jhin,Janna
Unranked,0,0,0.0,0,0,0,0,0,0,0,0,Yasuo,Thresh,Lee Sin
Master,0,0,0.0,0,0,0,0,0,0,0,0,Jhin,Jinx,Draven
Bronze I,62,4,1.3,359,522,612,674.6k,0,644,7.1k,1.3m,Shen,Leona,Zoe
Bronze IV,0,0,0.0,0,0,0,0,0,0,0,0,Rammus,Kindred,Nunu & Willump
Unranked,2,0,1.1,6,6,13,19.6k,0,19,251,26.5k,Katarina,Jhin,Ashe
Bronze II,0,0,0.0,0,0,0,0,0,0,0,0,Shyvana,Quinn,Lux
Unranked,0,0,0.0,0,0,0,0,0,0,0,0,Nami,Blitzcrank,Ashe
Bronze IV,8,1,4.0,38,45,48,76.5k,0,76,950,105.0k,"KhaZix",Kindred,Sylas
Bronze I,19,0,10.5,112,118,237,205.9k,0,352,1.3k,391.2k,Lux,Ahri,Sona
Unranked,0,0,0.0,0,0,0,0,0,0,0,0,Yasuo,Brand,Lucian
Bronze I,0,0,0.0,0,0,0,0,0,0,0,0,Illaoi,Sion,Master Yi
Bronze III,0,0,0.0,0,0,0,0,0,0,0,0,Jax,Renekton,Leona
Bronze IV,12,0,6.2,62,96,130,128.4k,0,157,1.5k,217.8k,Yasuo,Volibear,Blitzcrank
Bronze II,0,0,0.0,0,0,0,0,0,0,0,0,Akali,Riven,Thresh
Bronze I,0,0,0.0,0,0,0,0,0,0,0,0,Yasuo,Draven,Lucian
Bronze I,7,1,4.2,52,65,65,95.9k,0,62,1.2k,197.6k,Dr. Mundo,Sion,Garen
Unranked,23,1,11.9,134,141,235,240.7k,0,199,3.0k,452.6k,Veigar,Lux,Nasus
Bronze I,35,3,16.7,250,255,226,371.9k,0,247,4.7k,663.2k,Yasuo,Katarina,Xayah
Bronze IV,14,0,6.6,95,94,126,136.1k,0,119,1000,271.2k,Vayne,Swain,Talon
Bronze II,4,0,2.3,30,24,41,49.7k,0,42,552,91.1k,Sion,Jhin,"KhaZix"
Unranked,3,0,1.5,17,21,24,28.4k,0,14,306,68.0k,Caitlyn,Anivia,Ahri
Bronze I,53,4,1.1,234,355,518,488.2k,0,408,4.7k,747.6k,Diana,Lux,Nami
Bronze I,0,0,0.0,0,0,0,0,0,0,0,0,Amumu,Ashe,Jhin
Bronze IV,14,0,7.1,95,123,92,145.5k,0,70,1.5k,238.0k,Garen,Jax,Wukong
Bronze I,5,0,2.4,55,35,39,65.1k,0,41,802,119.7k,Jinx,Kayn,Yasuo
Silver II,14,1,7.3,67,89,125,148.7k,0,116,1.6k,239.4k,Fizz,Renekton,Tristana
Unranked,0,0,0.0,0,0,0,0,0,0,0,0,Jhin,Miss Fortune,Thresh
Silver IV,3,0,1.3,10,14,23,21.5k,0,32,48,34.8k,Sona,Kayle,Xerath
Silver I,122,2,2.5,750,848,980,1.2m,0,1.0k,10.2k,1.6m,Pyke,Kayn,Lux
Silver III,0,0,0.0,0,0,0,0,0,0,0,0,Brand,Varus,Ezreal
Silver III,28,2,14.1,143,198,251,305.1k,0,379,3.6k,441.6k,Miss Fortune,Yorick,Leona
Silver I,0,0,0.0,0,0,0,0,0,0,0,0,Jinx,Katarina,Yasuo
Silver II,11,0,5.2,51,79,74,105.8k,0,126,1.0k,158.9k,Yasuo,Jhin,Zed
Silver I,4,1,1.9,35,18,20,47.1k,0,36,583,63.3k,Jax,Yasuo,Darius
Silver II,14,1,6.8,53,86,125,122.4k,0,156,986,223.7k,Warwick,Lux,Wukong
Silver I,5,0,2.8,28,45,45,57.2k,0,35,766,95.6k,Gragas,Zac,Ryze
Silver IV,0,0,0.0,0,0,0,0,0,0,0,0,Xayah,Rakan,Kayn
Silver III,91,0,1.9,185,567,1.4k,762.1k,0,1.5k,2.4k,703.5k,Sona,Lulu,Miss Fortune
Silver IV,0,0,0.0,0,0,0,0,0,0,0,0,Ezreal,Jhin,Draven
Silver III,0,0,0.0,0,0,0,0,0,0,0,0,Sona,Ashe,Miss Fortune
Unranked,2,0,1.1,18,13,22,23.8k,0,21,283,36.5k,Rengar,Jax,Shaco
Silver IV,292,17,6.2,1.2k,1.4k,3.7k,2.8m,0,5.4k,15.9k,4.1m,Lux,Pyke,Xayah
Silver III,0,0,0.0,0,0,0,0,0,0,0,0,Jhin,Darius,Zoe
Silver IV,0,0,0.0,0,0,0,0,0,0,0,0,Xayah,Akali,Soraka
Silver II,87,6,1.8,325,688,844,830.4k,0,810,7.4k,1.2m,Pyke,Rakan,Karthus
Unranked,0,0,0.0,0,0,0,0,0,0,0,0,Lux,Ashe,Yasuo
